segment,mean,median,std,count
DR->CSMT,18.926050420168067,0.0,56.98514327238053,1190
KUR->BBS,39.59473684210526,9.0,99.51823710121695,1140
JL->BSL,35.25552608311229,13.0,83.93652865903604,1131
BBS->KUR,70.66786034019695,25.0,129.5338062743034,1117
KYN->TNA,40.43873873873874,7.0,89.02299747571958,1110
CSMT->DR,19.23985572587917,7.0,50.731954683137744,1109
TNA->KYN,27.86,16.0,50.62965176507331,1100
BSL->JL,83.50092764378479,12.0,177.1849552182256,1078
TUP->ED,18.975927783350052,8.0,48.946875372199294,997
SA->ED,41.174974567650054,8.0,138.44288970971223,983
ED->SA,29.564862104187945,16.0,58.71684010676228,979
DR->TNA,20.105919003115265,11.0,46.43755107625907,963
ED->TUP,40.248665955176094,10.0,135.08396827083274,937
ND->ANND,8.787325456498388,3.0,39.20821027746235,931
ANND->ND,14.075512405609492,0.0,51.64439291730078,927
BBS->CTC,43.730643402399124,16.0,100.48940540802332,917
TNA->DR,26.51701427003293,11.0,50.755148997485364,911
CTC->BBS,79.47865168539326,30.5,136.12871107129655,890
GDR->NLR,42.49588719153937,14.0,100.61152276194142,851
BRC->ANND,16.083924349881798,3.0,56.30116651309364,846
ANND->BRC,9.292654028436019,4.0,39.607785197187496,844
CBE->TUP,15.793309438470729,8.0,46.442783166955955,837
NLR->GDR,59.618987341772154,6.0,151.22218737963266,790
KPD->JTJ,63.659383033419026,2.0,200.11904030229286,778
BH->BRC,14.739974126778783,5.0,42.15012545847442,773
BRC->BH,13.02088772845953,5.0,43.39937148721643,766
VGLJ->GWL,76.14285714285714,26.0,158.03491505799377,749
GWL->VGLJ,95.63903743315508,21.5,177.4795745553461,748
VAPI->BL,17.12214765100671,11.0,28.638080064662116,745
JTJ->KPD,35.771929824561404,5.0,103.25407168295393,741
ADI->ND,8.41825613079019,0.0,43.69809289278388,734
CGL->TBM,13.217808219178082,5.0,30.914111038609487,730
BL->VAPI,22.073305670816044,9.0,65.34181502361983,723
KSG->AII,16.804775280898877,4.0,45.70436190646508,712
PRYJ->CNB,39.95774647887324,7.0,98.36245063997637,710
PER->MAS,6.69296987087518,0.0,28.370453090358847,697
BEAS->ASR,33.884892086330936,0.0,98.58544759483482,695
BH->ST,8.059248554913294,0.0,34.61515881366147,692
TBM->CGL,17.76878612716763,8.0,62.711327308267194,692
JSME->MDP,31.63372093023256,4.0,89.9841300715696,688
AII->KSG,7.654518950437318,2.0,42.58712188387701,686
TPTY->RU,31.27540500736377,10.0,80.92240628912282,679
AGC->MTJ,72.31750741839762,28.0,118.92798808436824,674
JUC->BEAS,42.26417910447761,7.0,100.95089188039742,670
MDP->JSME,38.63007518796992,13.0,97.79173991358198,665
TUP->CBE,38.33587786259542,0.0,155.48182046041705,655
MTJ->AGC,95.55725190839695,37.0,143.69041433882978,655
ARA->BXR,57.501543209876544,20.0,113.08849510710671,648
RJY->SLO,72.89660493827161,15.0,134.01274520422646,648
ST->BH,17.482225656877898,7.0,45.7250421798087,647
SLO->RJY,61.4611801242236,15.0,124.04047920474311,644
ON->CNB,56.33125972006221,18.0,130.00481923537723,643
CNB->ON,32.09204368174727,9.0,95.81852614303295,641
BXR->ARA,92.02668759811617,9.0,198.52787039705055,637
BEAS->JUC,22.815748031496064,10.0,56.42154099176959,635
RU->TPTY,47.26856240126382,0.0,138.28459889575254,633
CNB->PRYJ,39.047694753577105,9.0,111.77917386011289,629
RMU->MB,36.305111821086264,7.0,76.52068712333596,626
GGN->DEC,10.188102893890676,3.0,31.970875231401827,622
MS->TBM,17.599348534201955,6.0,70.40963154930814,614
DVD->VSKP,49.258592471358426,4.0,116.31358928817204,611
MB->RMU,30.44189852700491,11.0,62.99254037800775,611
VSKP->DVD,20.61842105263158,2.0,63.491174829208326,608
BPL->RKMP,56.54125412541254,13.0,116.91496145763146,606
MLDT->NFK,18.938538205980066,2.0,50.215885447441686,602
ND->ADI,7.713810316139767,0.0,43.67281334679457,601
ASR->BEAS,26.226666666666667,15.0,54.54356322583969,600
NK->KYN,83.34338358458962,14.0,172.64277529925423,597
NK->MMR,37.8429054054054,20.0,64.97392930510412,592
EE->BZA,62.07783417935702,9.0,125.72841607822224,591
BZA->EE,76.47440273037543,20.0,140.5828776825468,586
FDB->NZM,71.98803418803419,19.0,137.09427635754466,585
KGP->SRC,93.68782161234991,20.0,151.3600040658479,583
RKMP->BPL,30.776247848537004,7.0,90.02902704530733,581
NFK->MLDT,20.796200345423145,0.0,120.05154567416294,579
DEC->GGN,17.54419410745234,6.0,48.72843403058802,577
JP->GADJ,12.490434782608695,7.0,32.355486730810235,575
MMR->NK,73.11304347826086,12.0,150.6907998653735,575
JAJ->JSME,36.94599303135889,5.0,99.6012059139762,574
CLX->OGL,60.73776223776224,11.0,145.99772486013495,572
ST->NVS,9.42031523642732,3.0,30.77972459617271,571
GADJ->JP,22.590192644483363,4.0,70.43030778382438,571
JJKR->BHC,35.7723292469352,0.0,90.7857551505152,571
TNA->LTT,72.02992957746478,0.0,144.20512831412685,568
SPN->BE,55.5679012345679,20.0,110.3852484111387,567
BRC->ST,24.955908289241624,2.0,88.6886790862809,567
NDPM->ET,50.65608465608466,8.0,114.76810185025653,567
JSME->JAJ,26.166371681415928,0.0,99.50521531167742,565
NVS->ST,6.300711743772242,0.0,19.756998792201433,562
SSM->DOS,49.666068222621185,12.0,108.165656066605,557
SRE->YJUD,41.49371633752244,7.0,105.57283983489444,557
YJUD->SRE,17.47927927927928,2.0,60.8771698137633,555
OGL->CLX,42.43963963963964,10.0,101.70411469413752,555
AWY->TCR,21.603603603603602,15.0,37.47944786494804,555
UMB->CDG,28.434234234234236,5.0,89.73992054006452,555
CNGR->TRVL,28.3014440433213,23.0,36.98708681471629,554
ET->NDPM,39.7942238267148,10.0,107.14900258519562,554
TCR->AWY,71.85352622061482,20.0,170.0854704984553,553
ST->BRC,23.403636363636362,6.5,58.604481335938914,550
BE->SPN,52.005484460694696,27.0,80.19416665487581,547
DOS->SSM,32.0109689213894,21.0,44.72565812648281,547
CAN->TLY,35.43589743589744,7.0,100.92019061687928,546
ABR->PNU,9.924770642201835,0.0,45.22447922659565,545
TLY->CAN,22.270220588235293,6.0,65.6667640421476,544
CDG->UMB,9.21256931608133,2.0,26.692298602456223,541
PNU->ABR,5.00554528650647,0.0,11.090284650868853,541
TEL->BZA,38.04436229205176,6.0,99.24443202317113,541
SEE->HJP,70.75415896487985,11.0,154.10453584752824,541
BPP->CLX,57.46666666666667,23.0,107.50924713216043,540
BWN->BDC,18.55185185185185,0.0,61.40270594298647,540
BE->MB,70.01298701298701,15.0,149.16955317056417,539
BHC->JJKR,70.21747211895911,12.0,141.34215360922596,538
TDD->EE,65.74579439252336,23.0,128.20490262173976,535
AKP->DVD,41.62101313320826,0.0,110.30498939503049,533
CLX->BPP,44.15759849906191,13.0,91.17219890333108,533
GWL->MRA,69.73545966228893,34.0,120.73963552253046,533
KYN->NK,37.12781954887218,19.0,62.5739082142894,532
BZA->TEL,61.88323917137476,14.0,140.9988408946646,531
CBE->PGT,46.602636534839924,2.0,164.40652076030105,531
HJP->SEE,42.48679245283019,20.0,72.05089578391772,530
EE->TDD,74.22264150943396,16.5,139.17549357524416,530
DVD->AKP,32.73345935727788,6.0,96.68175905337118,529
AWY->ERN,57.81285444234405,18.0,164.2103722351359,529
MRA->GWL,97.12737642585552,35.5,137.9981950591381,526
KTE->JBP,67.77756653992395,24.0,168.62816222618716,526
PNBE->RJPB,19.02095238095238,5.0,43.112819543784205,525
RJPB->PNBE,36.378585086042065,11.0,68.42691993609346,523
PGT->CBE,14.4302103250478,7.0,33.72267455399191,523
PNBE->DNR,38.87715930902111,10.0,74.24813048923001,521
JBP->KTE,67.76107899807322,18.0,172.80717920541937,519
LTT->TNA,21.238921001926784,6.0,46.67029624642709,519
DURG->RJN,96.6281310211946,15.0,207.2139477297773,519
MFP->HJP,46.30694980694981,17.0,87.90880401840978,518
DEOS->GKP,65.70019342359768,9.0,136.74308600338807,517
CTC->JJKR,60.201550387596896,31.5,101.32279513083726,516
GKP->DEOS,69.04077669902912,13.0,120.68468856433395,515
DG->MDU,16.798058252427186,0.0,91.05141359913792,515
MDU->DG,13.15655577299413,2.0,50.77828537634071,511
STA->MYR,57.92730844793713,20.0,108.05009692588918,509
BAQ->BHS,89.47740667976424,31.0,154.35650644862764,509
MURI->RNC,13.779960707269154,0.0,48.60238311935271,509
DNR->PNBE,28.751968503937007,2.0,69.8175524297512,508
NJP->KNE,49.27021696252466,14.0,92.05965564879206,507
AGC->GWL,101.04545454545455,32.0,175.50151027273466,506
ERN->AWY,23.657425742574258,19.0,35.853254004694314,505
HJP->MFP,92.88469184890656,8.0,208.35658080606362,503
DNR->ARA,50.92231075697211,20.0,90.09970048886224,502
AJJ->PER,24.94810379241517,14.0,57.72317819903199,501
HWH->KGP,57.868263473053894,12.0,132.1835943329521,501
BXR->DDU,65.96,3.5,123.26662045922603,500
MYR->STA,40.25,23.0,102.04784674872916,500
KYJ->MVLK,24.05,19.0,25.898977084588804,500
DDU->BXR,89.42484969939879,0.0,198.23865951988378,499
ARA->DNR,96.75100401606426,4.0,197.21595025556945,498
MB->BE,58.32193158953722,22.0,123.75758767016615,497
NZM->NDLS,104.70221327967806,24.0,184.095302762248,497
PNC->FUT,42.074446680080484,12.0,127.01460613773625,497
BHS->BAQ,45.33131313131313,25.0,91.11983994760885,495
KNE->NJP,58.27878787878788,13.0,128.84640392419107,495
RJN->DURG,29.24137931034483,0.0,105.2461910156224,493
GWL->AGC,75.17038539553752,12.0,163.83782438261431,493
BHC->BLS,43.6815415821501,5.0,102.53253501123478,493
R->DURG,95.12576064908723,2.0,215.93578823325757,493
BHS->BPL,70.22199592668025,18.0,128.62066360825767,491
MVLK->KYJ,41.80040733197556,6.0,146.54727202718325,491
RJY->NDD,41.279591836734696,28.0,51.221135238586704,490
BST->KLD,63.00409836065574,26.0,120.17940039314897,488
KLD->BST,37.46611909650924,18.0,64.396616846268,487
JJKR->CTC,87.66324435318275,31.0,152.1301071118536,487
BDC->BWN,7.616016427104722,3.0,25.07179793290076,487
NDLS->CNB,45.70927835051546,16.0,111.54934430729415,485
FUT->PNC,51.72783505154639,29.0,73.09139069022142,485
INDB->DWX,14.195876288659793,9.0,53.307551287619525,485
KKDE->UMB,36.00414078674948,3.0,74.6075206698002,483
CGY->KTYM,22.57261410788382,19.0,27.013431575050298,482
BVI->VAPI,14.683991683991684,13.0,12.82445310204679,481
CRJ->ASN,28.232848232848234,0.0,80.57656711939063,481
TRVL->CNGR,46.07692307692308,6.0,150.35704834552809,481
MUR->GD,34.704166666666666,15.0,62.51099263106962,480
TRVL->CGY,25.18580375782881,22.0,26.839849825043068,479
KOTA->SWM,27.615062761506277,8.0,70.06683200089579,478
VAPI->BVI,12.079664570230609,4.0,30.530704091524402,477
GZB->NDLS,38.09282700421941,5.0,105.43376542340172,474
SEG->AK,37.630021141649046,7.0,109.33844065696272,473
TCR->SRR,19.372093023255815,7.0,65.4251822602577,473
DDU->PRYJ,70.03601694915254,11.0,128.5831031328683,472
KTYM->CGY,43.86411889596603,7.0,148.45819888504002,471
NED->PAU,23.779193205944797,7.0,52.481061145161405,471
SRC->HWH,110.38936170212766,37.0,153.57059277568922,470
GD->MUR,42.95948827292111,19.0,77.4942544089834,469
CNB->NDLS,67.2542735042735,3.0,146.7323944872993,468
SBC->YPR,5.514957264957265,3.0,8.012422808995943,468
ASN->CRJ,35.738758029978584,13.0,85.2301117535766,467
VRI->VM,13.633047210300429,7.0,35.33794606955773,466
PRYJ->DDU,104.41416309012875,8.5,192.33463818638415,466
BLS->BHC,62.68669527896996,5.0,130.46608142827353,466
JRC->PGW,24.905376344086022,14.0,57.790268774233475,465
SPJ->MFP,49.36853448275862,19.5,98.43900415536672,464
ATP->DMM,16.20689655172414,0.0,81.46127805740105,464
AK->SEG,94.04956896551724,13.0,226.71884311346497,464
CD->BPQ,88.60475161987041,3.0,228.87464512443594,463
LKO->BBK,45.493506493506494,14.5,82.18287475814518,462
SRE->RK,18.29934924078091,3.0,46.22202302603241,461
YPR->TK,10.455531453362257,6.0,14.963022421579216,461
VZM->VSKP,61.65,11.0,113.19430775082968,460
VSKP->VZM,52.00217391304348,9.0,110.14568484824385,460
TK->YPR,15.533769063180827,0.0,35.99624636482299,459
BPL->ET,110.97385620915033,12.0,198.89069920949146,459
BPQ->CD,59.3442265795207,7.0,140.8873904762149,459
MVLK->CNGR,25.209606986899562,22.0,26.584240314622438,458
KWV->SUR,27.489082969432314,8.0,63.17864715273661,458
ET->BPL,55.61487964989059,5.0,152.21578504447885,457
NOQ->NCB,43.969365426695845,21.0,66.82635870193434,457
SWM->KOTA,48.85995623632385,13.0,117.1819233147863,457
ASK->TTR,13.822368421052632,0.0,26.09646567127624,456
AFK->AWY,28.19736842105263,20.0,77.19463394267174,456
GWL->DBA,90.81359649122807,32.0,123.16825939511143,456
LDH->PGW,40.324561403508774,10.0,93.8102593432561,456
PNP->KUN,42.63076923076923,23.0,68.67493449768699,455
NCB->NOQ,49.45494505494506,2.0,104.39566832344927,455
MAN->ADI,11.708609271523178,0.0,58.61188409094109,453
SC->BMT,0.0,0.0,0.0,453
NDLS->GZB,24.388520971302427,4.0,73.08368370363246,453
DBA->GWL,51.39159292035398,25.0,79.97385504113144,452
SUR->KWV,20.809734513274336,13.0,37.76592738015043,452
PGW->LDH,24.800443458980045,8.0,68.23641973008758,451
MFP->SPJ,63.94888888888889,9.0,136.79728165519384,450
OGL->NLR,81.35777777777778,1.0,169.40953001290472,450
KPY->KYJ,21.942222222222224,19.0,15.730504445389203,450
BPL->BHS,33.71111111111111,17.0,58.30433259379713,450
DWX->INDB,36.8195991091314,0.0,136.28012762852143,449
NLR->OGL,56.073496659242764,8.0,130.67209997234906,449
DURG->R,37.410714285714285,4.0,118.7111474514612,448
KUN->PNP,39.41294642857143,21.0,60.41590759212815,448
TTR->ASK,11.342281879194632,4.0,18.115265647786476,447
VM->VRI,28.125279642058164,11.0,104.62796555247706,447
ERS->AWY,18.333333333333332,14.0,15.3324396958022,447
JP->FL,26.22371364653244,6.0,70.66398142252416,447
PAU->NED,33.58165548098434,0.0,100.35692769443816,447
BKI->DO,20.430493273542602,6.0,45.23132416863636,446
AWY->AFK,19.42152466367713,16.0,17.53114425226637,446
PUNE->LNL,15.278651685393259,5.0,42.61596386984965,445
RK->SRE,15.434684684684685,0.0,51.173522045986786,444
UJN->NAD,26.61936936936937,0.0,84.47958698531046,444
LAR->BINA,105.00225733634312,20.0,183.108447688255,443
SRR->TCR,55.53393665158371,18.0,123.00791773411972,442
DMM->ATP,15.868480725623582,8.0,31.574096542249425,441
AGC->DHO,101.31363636363636,37.5,145.14633820637505,440
LDH->UMB,22.438636363636363,2.0,61.94446670087714,440
YPR->SBC,5.034090909090909,0.0,14.408654119051796,440
BBK->LKO,39.66742596810934,5.0,68.05691018014194,439
BINA->LAR,48.888382687927106,22.0,96.49434566858551,439
MKA->BARH,58.07061503416856,30.0,79.65738292901877,439
KGI->SBC,5.837528604118993,2.0,12.329150261545673,437
DO->BKI,11.826086956521738,5.0,36.10982174099914,437
DHO->AGC,64.04347826086956,14.0,121.72489449643217,437
CRP->BKSC,15.423340961098399,0.0,48.97810505777973,437
UMB->KKDE,36.09862385321101,15.0,67.89516528712655,436
NAD->UJN,17.6697247706422,0.0,72.49286037563503,436
BWN->HWH,13.456422018348624,0.0,41.212267229031724,436
RNG->ASN,7.121559633027523,4.0,12.64316246443835,436
CNGR->MVLK,45.6,5.0,156.0713708886415,435
AUBR->DOS,34.274193548387096,23.0,46.45090708456206,434
MYR->KTE,60.817129629629626,23.0,112.5863685298927,432
DDU->BBU,49.79398148148148,10.0,115.95559459245459,432
BTT->DEOS,58.16937354988399,19.0,124.47871430751988,431
SBC->KGI,10.120649651972158,4.0,21.85702623542463,431
HWH->BWN,9.930232558139535,8.0,13.555369228126011,430
RNC->MURI,30.60839160839161,0.0,71.91431508721409,429
DRU->ASK,14.72960372960373,5.0,25.187921468964355,429
BBU->DDU,18.55841121495327,3.0,48.47983089932581,428
UMB->LDH,57.40046838407494,6.0,123.47549717873567,427
FL->JP,12.227166276346605,7.0,27.121400038958654,427
BARH->MKA,52.885245901639344,16.0,158.7618568050014,427
DOS->AUBR,52.6150234741784,13.0,112.81844721758796,426
DDU->BSB,33.384433962264154,2.0,105.15379187766332,424
KTE->MYR,43.75471698113208,24.0,111.44796505036643,424
KPD->AJJ,24.267772511848342,9.0,60.9117726064296,422
KNW->BAU,68.77251184834124,3.5,134.8067162237988,422
RRB->DRU,17.94061757719715,8.0,34.68159644535763,421
DAA->VGLJ,70.45,22.0,107.04659559128893,420
AJJ->KPD,40.8,12.0,87.99518862958953,420
GAYA->KQR,30.79047619047619,7.0,77.5376352056281,420
BAU->KNW,21.885167464114833,2.0,59.44068821068527,418
ASN->RNG,21.1294964028777,4.0,51.3962969893448,417
PPI->ET,50.79136690647482,3.0,181.02259506837956,417
JMT->CRJ,22.851318944844124,0.0,54.319053485618745,417
DEOS->BTT,35.09615384615385,5.0,75.64890612044331,416
DGR->PAN,23.424096385542168,4.0,58.124457486141935,415
PGW->JRC,56.89397590361446,16.0,115.0161649523125,415
TPJ->DG,19.468599033816425,2.0,102.98018206329994,414
PAU->PBN,23.2590799031477,7.0,52.50560022027338,413
BARH->BKP,48.01452784503632,27.0,66.99807838196587,413
VGLJ->DAA,48.33898305084746,14.0,82.89935034312884,413
DG->TPJ,13.426150121065374,2.0,58.237732521696515,413
MDU->VPT,8.507281553398059,0.0,29.861439063732853,412
ANV->TUNI,49.7956204379562,29.0,74.64332803269856,411
KYJ->QLN,66.38929440389295,7.0,190.910167310889,411
CGY->TRVL,46.92926829268293,6.0,158.13943391629255,410
ET->PPI,38.421951219512195,7.0,123.30775304883961,410
LKR->KIUL,70.92665036674816,21.0,167.55322390792338,409
BSB->DDU,32.293398533007334,0.0,113.6976640232904,409
BZA->KMT,41.46699266503668,20.0,82.22786078463966,409
ASK->DRU,15.21515892420538,7.0,22.11750404837926,409
FTP->CNB,25.110294117647058,9.0,60.25804536626553,408
MML->JBP,20.073710073710075,5.0,40.96790130918695,407
IGP->NK,37.88943488943489,21.0,73.76593965795288,407
TUNI->ANV,34.336609336609335,17.0,52.06719049849066,407
BLS->KGP,57.923645320197046,12.0,115.86516890525928,406
BMT->SC,16.507389162561577,4.0,47.13645748545183,406
KMT->BZA,80.77339901477832,11.0,177.87834067351722,406
UBC->UMB,19.925925925925927,4.0,44.866517587618084,405
KYN->DR,80.94814814814815,7.0,190.01736444303964,405
RPJ->UBC,22.444444444444443,10.0,45.10855992179113,405
RC->MALM,33.702233250620345,11.0,68.8286911566933,403
KNW->ET,36.3151364764268,3.0,103.69056743644659,403
BKP->BARH,53.46134663341646,18.0,160.36369329490398,401
FL->KSG,19.56857855361596,13.0,29.7030454705311,401
KYJ->KPY,17.458852867830423,7.0,32.48821213426183,401
KSG->FL,9.5825,5.0,25.77244149477314,400
ALJN->GZB,46.321608040201006,2.0,148.90238915696426,398
ET->KNW,70.03778337531486,0.0,149.35655285906557,397
KIUL->LKR,33.85642317380353,6.0,67.89896713263799,397
AWY->ERS,44.57934508816121,9.0,111.13878791114239,397
WL->KZJ,61.38383838383838,47.0,79.89026740941917,396
BDTS->BVI,9.73989898989899,8.0,10.229543909547777,396
TDL->ALJN,43.311392405063295,15.0,80.09319918172133,395
KQR->GAYA,13.16751269035533,3.0,28.720152962057163,394
BKSC->CRP,17.512690355329948,0.0,55.77568753015178,394
UMB->UBC,37.41730279898219,8.0,75.50053321782528,393
KY->NU,33.37913486005089,21.0,44.05795432206927,393
BAU->BSL,70.49363867684478,6.0,138.87737060649295,393
UBC->RPJ,38.81933842239186,11.0,76.80923515218232,393
NDD->TDD,36.85241730279898,25.0,56.41711999996737,393
CHE->PSA,62.57142857142857,0.0,143.55036009133843,392
LAR->VGLJ,47.58056265984655,13.0,98.35664059648539,391
KTHU->PTKC,32.12020460358056,8.0,75.82935211387023,391
VGLJ->LAR,82.1918158567775,38.0,115.48222877835917,391
ALJN->TDL,15.058823529411764,7.0,32.11620116193549,391
BSL->BAU,42.297435897435896,26.0,64.21140168629722,390
MNE->KGG,31.13624678663239,9.0,65.95788602719205,389
VPT->MDU,11.984575835475578,2.0,41.13054109741969,389
BYT->TLD,45.98969072164948,16.0,66.85504313564502,388
MYA->MAD,9.054123711340207,8.0,9.740544132918231,388
PTKC->KTHU,63.41085271317829,18.0,116.52433838609691,387
PAN->DGR,6.328165374677003,3.0,14.395174331516676,387
BHP->BWN,13.854922279792746,0.0,36.76241289254904,386
CRJ->JMT,26.261658031088082,9.0,59.02820308836443,386
DRU->RRB,17.587012987012987,11.0,23.17333546841287,385
MALM->RC,19.791666666666668,7.0,34.63156822671478,384
CNB->FTP,31.3203125,28.0,29.87343194536772,384
PNVL->TNA,69.79947916666667,28.5,128.2089470315732,384
KGG->MNE,38.822916666666664,6.0,87.12213386819447,384
RPJ->SIR,46.29503916449086,10.0,89.56944219612893,383
KZJ->WL,49.96344647519582,43.0,59.16299891356703,383
DWR->UBL,13.926892950391645,2.0,38.02306936153045,383
DD->PUNE,18.203655352480418,4.0,60.35909373099883,383
PSA->CHE,75.61879895561357,6.0,160.13003832657358,383
KUN->KKDE,42.13350785340314,22.0,69.41994749707979,382
PNC->RJPB,36.88743455497382,15.5,62.64795945058764,382
TTR->TK,12.170157068062828,0.0,24.109218882947424,382
SPN->HRI,45.460732984293195,24.0,74.57130166144563,382
BPQ->SKZR,93.22834645669292,13.0,227.03217447532728,381
DHO->MRA,99.59580052493439,40.0,137.85631109468216,381
SA->JTJ,27.226315789473684,3.0,88.07424513769888,380
PGW->JUC,29.25526315789474,8.0,62.579642965191816,380
OTP->PGT,17.49076517150396,11.0,31.616866341300334,379
PBN->PAU,43.810026385224276,11.0,114.71116617503895,379
ASN->DGR,27.073878627968337,8.0,67.54269532325607,379
TBM->MS,12.548812664907652,2.0,41.82180157777574,379
TNA->PNVL,45.06349206349206,18.0,67.45613519592976,378
PGT->OTP,54.148148148148145,7.0,182.15056080142898,378
BZA->GDV,36.91534391534392,10.5,76.82249496149895,378
DAA->DBA,53.47883597883598,21.0,83.00369635896668,378
TLD->R,41.835978835978835,13.0,66.60732211937867,378
KGP->BLS,78.27777777777777,27.0,136.55540585512597,378
MRA->DHO,62.89417989417989,13.0,124.91862356132334,378
DBA->DAA,87.12997347480106,34.0,115.40180304949207,377
RJN->DGG,106.36702127659575,19.0,233.67063630140504,376
NK->IGP,85.67287234042553,13.0,166.74904708011871,376
KTU->TIR,14.352,10.0,20.070299977241763,375
UBL->DWR,18.677333333333333,2.0,47.07855414357537,375
KOJ->NBQ,45.141333333333336,0.0,112.0906278351801,375
TLD->BYT,26.328,15.0,52.527218714513644,375
SRT->VPT,14.077333333333334,4.0,45.3177951771133,375
KVZ->NLR,40.083109919571044,11.0,97.04200985307297,373
AFK->CKI,20.967741935483872,17.5,18.08124915949461,372
KLD->GKP,57.79032258064516,2.0,137.9003472878364,372
RMU->BE,44.634408602150536,20.0,80.08937527029222,372
RJPB->PNC,20.620967741935484,7.0,41.83607969874333,372
SKZR->BPQ,56.00539083557951,4.0,138.24381115338113,371
BE->RMU,56.307277628032345,27.0,91.49705312564318,371
CVP->SRT,14.54177897574124,5.0,45.571924216854086,371
BAM->IPM,41.78918918918919,21.5,73.36373273752928,370
VZM->CHE,67.69918699186992,3.0,146.57689784898872,369
GKP->KLD,31.016260162601625,11.0,61.159358451450466,369
LDH->PHR,34.22010869565217,3.0,84.4115578174942,368
PC->JL,46.13586956521739,35.0,56.328812943591906,368
IPM->BAM,40.55313351498638,8.0,88.2569632834889,367
AYC->AY,25.2103825136612,0.0,49.29627512523788,366
TDD->NDD,56.68306010928962,28.0,87.12597138819228,366
TK->TTR,9.415300546448087,0.0,18.32872394402495,366
QLN->KYJ,27.057377049180328,17.0,45.54178557216744,366
AMRO->MB,39.57260273972603,15.0,77.92969016982795,365
DEC->DEE,7.315068493150685,0.0,28.635678924753293,365
GTL->AD,26.517808219178082,18.0,32.793440037126544,365
BSL->MKU,45.260989010989015,16.0,117.22390581184796,364
BVI->MMCT,27.447802197802197,0.0,89.97811194265628,364
R->TLD,21.964285714285715,11.0,50.409631543792834,364
DGG->RJN,43.815934065934066,8.0,118.46977352269664,364
NVS->BL,7.573002754820936,0.0,26.853851202089636,363
KKDE->KUN,34.92286501377411,16.0,60.893164305793306,363
CHE->VZM,81.45303867403315,4.0,168.36199377062368,362
DLI->GZB,35.526315789473685,4.0,130.0026922798139,361
MMCT->BVI,16.22714681440443,15.0,16.525012519848914,361
VAPI->ST,12.736842105263158,2.0,34.020418705372926,361
MKU->BSL,100.26869806094183,5.0,255.86280468841576,361
NLR->KVZ,29.716666666666665,17.0,50.3711323570392,360
MAD->MYA,13.122222222222222,8.0,21.516374681834456,360
SIR->RPJ,31.28133704735376,13.0,60.79672571302824,359
FUT->KOO,60.211699164345404,15.0,166.72995185625007,359
UJN->DWX,50.71866295264624,0.0,147.58476955226064,359
GP->ROU,63.428969359331475,30.0,101.25069747630187,359
AY->AYC,49.35933147632312,30.0,72.13160393049182,359
AKV->BH,9.295264623955433,6.0,11.197653129747147,359
DEE->DEC,16.670391061452513,5.0,42.46940260080911,358
KOO->FUT,56.08659217877095,30.0,78.61020232363376,358
CPT->RMGM,10.131284916201118,10.0,8.446375519049074,358
GZB->DLI,64.17039106145252,10.0,181.69528934035148,358
BSL->MMR,78.61344537815125,12.0,159.97093007918477,357
MB->AMRO,51.36694677871149,15.0,93.59221448539863,357
BTE->MTJ,14.35014005602241,3.0,36.75378267213683,357
GD->BBK,45.31372549019608,19.0,68.61963355217327,357
BPL->VGLJ,67.39775910364146,11.0,169.98497552747602,357
MTJ->NZM,49.596638655462186,3.0,101.72550523657243,357
DOL->MFP,20.952247191011235,11.0,35.65002768314699,356
DGR->ASN,12.498591549295774,3.0,36.717994991594445,355
ST->VAPI,11.456338028169014,5.0,33.61505553027531,355
NLE->KZE,22.633802816901408,17.0,27.98558922774873,355
MAS->AJJ,11.983098591549295,10.0,12.372958781781985,355
NU->KY,56.21186440677966,18.0,91.55628170708383,354
BINA->BAQ,108.4180790960452,44.5,174.1206976475634,354
CNB->ETW,79.19491525423729,42.0,167.69074421819377,354
JTJ->SA,78.87005649717514,4.0,218.15223277469798,354
NDD->RJY,61.303116147308785,27.0,93.46296310954723,353
TIR->KTU,26.441926345609065,19.0,31.38720151599891,353
PNME->GMO,34.70821529745042,7.0,85.74319059525084,353
MTJ->FDB,80.29178470254958,11.0,166.16018546406818,353
DWX->UJN,12.340909090909092,3.0,61.47459324896435,352
GMO->PNME,17.670454545454547,10.0,26.051328510686687,352
CGL->MLMR,14.613636363636363,12.0,21.779747940631,352
DDU->MZP,30.23076923076923,8.0,80.03182059463792,351
BVI->BDTS,8.854700854700855,0.0,49.22460446749861,351
MBM->MS,4.3076923076923075,0.0,10.566627956620142,351
SUR->KLBG,43.59544159544159,18.0,83.96438960665837,351
TBM->MBM,0.0,0.0,0.0,351
PUNE->DD,30.571428571428573,15.0,63.992068685789924,350
KTYM->ERN,19.5,12.0,42.55054301183146,350
MTJ->BTE,52.51428571428571,13.5,115.69287259613554,350
GDV->BZA,18.18857142857143,7.0,39.241576187485954,350
BSP->BYT,61.7163323782235,17.0,90.40332546690645,349
VGLJ->BPL,100.71060171919771,21.0,184.29458373532606,349
KYQ->GHY,37.53008595988538,0.0,100.52741568784931,349
RMGM->CPT,15.632183908045977,11.0,21.657999270306423,348
NBQ->KOJ,39.64942528735632,14.0,80.22646673689813,348
FZD->TDL,57.971181556195965,27.0,86.73922301194249,347
